"gene","ctrl_1","ctrl_2","ctrl_3","hot_1","hot_2","hot_3","cold_1","cold_2"
"Rich",964,405,175,1883,1412,324,403,555
"Ddx1",572,258,69,947,890,138,217,340
"CG11523",451,187,62,989,954,229,220,291
"Csp",3075,1198,345,6070,6136,1227,1453,2482
"srpk79D",1370,554,217,1287,1071,301,356,709
"Hem",927,435,174,1893,1864,401,517,827
"Aats-ile",2340,968,303,4056,3843,926,844,1423
"Ten-m",4588,1699,617,8111,8028,1915,1540,2940
"CG32450",64,54,10,0,0,0,6,0
"CR45237",62,12,0,18,0,1,3,1
"CG11449",77,31,19,0,0,0,1,2
"laza",371,165,70,617,339,149,165,252
"CG11438",231,132,46,104,107,15,35,110
"CG11437",76,39,11,0,1,0,0,1
"CG11426",630,283,61,812,582,194,228,383
"CR45382",30,13,15,96,2,0,3,0
"CG11425",152,84,45,403,286,36,44,70
"CR45430",28,28,3,0,13,7,1,5
"CR45431",12,14,9,10,0,0,1,0
"CG43312",33,38,9,2,0,0,3,6
"CG43331",39,40,6,10,6,1,2,0
"CG43330",28,19,17,0,8,7,5,6
"CG43329",35,33,11,6,2,1,3,0
"CR45429",33,36,7,0,0,0,0,0
"mir-957",8,10,6,11,3,0,2,0
"CG11404",40,42,20,0,0,0,2,6
"Trxr-2",81,68,30,15,4,0,11,0
"CG14459",125,106,55,116,60,12,27,36
"CG6914",45,18,10,0,2,0,1,2
"CR45381",15,30,16,6,0,2,0,3
"CG33766",15,20,1,0,0,0,1,0
"CG33767",64,27,14,0,0,0,6,0
"CG33768",25,26,15,0,0,0,5,0
"CG33769",13,16,5,0,0,0,6,0
"CG33770",53,33,14,0,0,0,2,0
"CG33771",31,28,13,10,0,0,1,0
"CG33772",33,25,7,7,1,0,1,0
"CR43270",276,129,56,178,168,17,11,25
"mir-958",0,0,0,0,0,0,0,0
"CG14457",128,102,25,85,43,21,19,46
"CG14455",51,34,17,7,0,0,0,0
"CG14456",254,144,58,232,215,57,121,225
"CG14454",31,40,6,0,2,0,2,7
"CG14452",7,6,0,0,2,0,1,1
"CG12546",0,0,0,0,0,0,0,0
"CG14453",13,11,11,0,0,0,0,0
"CG32453",14,14,3,0,0,0,0,0
"CG45116",52,8,21,0,0,2,0,4
"CG11370",96,83,37,0,3,4,7,7
"ArfGAP3",1374,609,231,2605,2467,479,569,1014
"CG32452",769,414,153,1635,1680,364,446,580
"CG14451",44,49,12,21,7,0,4,2
"mael",974,541,145,3113,2620,598,683,755
"CG14450",266,138,57,580,747,106,134,200
"CG11367",261,192,64,728,646,118,164,219
"CG32454",124,62,51,18,12,0,9,10
"CG11241",566,305,84,844,873,145,273,287
"l(3)04053",908,450,167,2252,2345,478,528,791
"CR45163",61,29,14,0,0,1,3,2
"CG7369",1147,425,202,2146,1861,385,488,746
"SPoCk",3269,1271,475,5140,4902,1160,1199,2216
"CG14448",52,50,8,0,2,0,3,0
"jim",5661,2080,714,6707,4650,1421,1722,3570
"CG45428",15,24,12,5,12,0,2,5
"CG11226",106,57,21,38,19,12,5,5
"CR45659",58,35,19,22,3,0,6,0
"CR43426",97,73,26,16,15,9,19,5
"CG32462",55,49,4,0,0,0,4,0
"CG32459",86,61,21,11,0,0,0,0
"CG13239",33,42,34,0,0,0,6,0
"CG33169",376,168,56,538,543,119,149,264
"CG33170",538,265,77,855,830,180,302,456
"CG11137",580,228,89,989,934,265,294,369
"Arf79F",10969,4329,1518,20224,19306,4201,5613,9378
"snoRNA:Me28S-G764",2,0,3,0,8,0,0,0
"CG11109",200,105,28,224,216,41,27,74
"Chro",2871,1116,430,6808,6910,1231,1658,2028
"Ssl1",396,154,60,506,641,130,117,186
"slif",1801,801,286,4702,4663,883,1062,1282
"CR44688",31,20,14,31,5,0,5,0
"CR44689",11,18,5,0,4,0,2,0
"CG11131",51,70,23,2,3,0,15,0
"BoYb",539,270,88,769,910,168,200,309
"CR45661",6,23,3,0,0,0,4,0
"CG12768",221,123,53,140,85,29,52,68
"Mes2",1162,579,174,2519,2777,592,698,815
"CG32461",69,44,11,0,0,0,1,2
"CR45758",65,48,1,19,26,1,8,3
"CG32457",29,27,20,0,0,0,2,5
"nrm",1547,680,248,1539,1091,319,338,544
"RpL10",13272,5333,1824,22911,22201,4687,6621,10426
"CkIIalpha",4682,1729,664,9595,8974,1782,2526,3338
"CG33217",536,193,78,1132,1183,229,236,261
"CG32350",1463,582,259,3664,3068,721,797,880
"CR45164",75,67,15,46,11,8,13,9
"CG34031",36,35,10,13,3,4,1,0
"CR43967",22,15,6,12,0,3,1,0
"CR45735",15,15,5,0,0,0,0,0
"nAChRalpha4",893,410,175,1096,919,277,304,342
"alpha-Cat",2743,1043,466,6226,5670,1242,1467,1883
"mir-4942",8,7,2,0,0,0,1,0
"CG32230",3034,1480,343,3707,3533,833,1236,2117
"AGO3",2131,624,254,4273,4325,802,1079,1246
"CR45174",56,28,5,0,3,3,12,6
"CG17454",1516,666,185,2280,2268,587,801,990
"CG40298",87,77,11,55,39,4,14,27
"CR45736",13,13,4,5,0,0,0,0
"CG17698",744,337,144,1364,1161,221,298,384
"CG43968",116,114,33,9,30,21,9,18
"CG40470",252,106,49,83,81,17,32,51
"CR43941",41,50,9,5,0,1,3,0
"CR43942",44,25,7,0,0,0,0,0
"CR40053",63,37,19,14,2,0,3,0
"CG40045",1718,534,216,3076,2288,704,837,1013
"Snap25",511,212,54,549,315,109,169,190
"CR45159",37,21,13,2,0,0,4,0
"nvd",123,66,17,95,16,13,22,15
"mRpS5",2038,738,308,3985,3467,685,914,1345
"scro",417,237,69,577,339,124,225,228
"CG40472",185,62,22,257,259,42,86,122
"CG40002",712,278,94,1170,1110,212,327,423
"Set1",3272,1155,448,6556,5784,1268,1340,1915
"MED21",437,229,78,1410,1067,199,325,317
"Ucrh",1852,884,295,2305,2580,512,791,1570
"CG40467",59,39,4,68,26,9,13,3
"CG41087",111,43,20,47,35,13,25,54
"CG41343",19,22,13,64,25,9,3,7
"CR45180",58,13,9,9,2,10,7,7
"CG17374",5384,1675,630,5664,4490,896,1654,2897
"CG40178",562,262,111,888,755,131,227,239
"CR45182",17,21,14,12,1,3,0,0
"CG40160",1017,466,129,674,811,213,290,415
"CG41284",8,8,1,0,1,0,2,0
"CG42598",38,24,0,12,26,6,9,2
"CG40228",358,172,59,463,510,118,114,182
"CR45177",25,23,2,3,9,0,0,3
"CR45181",34,23,10,27,0,4,0,0
"vtd",2077,757,274,4928,4377,904,1134,1511
"RpL15",15406,6170,1923,30570,22786,5709,7298,11864
"snoRNA:Me18S-C419",1,16,0,7,2,0,0,0
"Dbp80",1234,555,204,1894,2071,420,510,793
"eIF-4B",579,211,70,1164,1167,176,228,353
"CG17514",6294,2165,864,14637,10640,2309,3197,3734
"CG42621",17,19,4,0,1,0,14,0
"CG15831",29,16,5,0,2,1,0,0
"CG40155",6,15,0,11,1,1,1,0
"CG42622",3,1,0,0,0,1,0,0
"CG41518",14,3,2,4,0,0,0,0
"CG42623",17,17,14,44,1,0,9,16
"CG40204",29,14,13,0,0,0,4,5
"CG42624",29,10,17,0,3,3,1,0
"CG41281",6,7,2,0,0,0,2,0
"CG41527",26,2,1,0,10,0,5,6
"CG41056",62,70,27,0,3,1,7,4
"CR45220",9,19,9,0,0,0,0,0
"CG42618",18,16,0,0,0,0,0,0
"CG40188",66,24,16,0,0,0,3,0
"CG40249",17,9,1,0,0,0,6,0
"CG42617",45,25,6,0,0,0,5,0
"spok",34,35,10,0,0,2,6,1
"Parp",1902,605,285,3815,3572,729,799,1115
"Alg-2",493,170,81,807,660,143,231,284
"Tim17b",1500,553,187,1938,2064,438,592,824
"CG41128",395,120,46,767,498,141,131,189
"CG41099",2831,967,412,7246,6465,1416,1537,1748
"CG42402",397,213,51,269,133,33,78,71
"Gfat1",801,289,111,504,495,108,257,393
"CR41601",23,25,13,0,1,0,0,0
"CG40198",176,84,25,73,110,26,49,60
"CG12581",1274,527,197,1545,1038,338,369,758
"Dsk",45,13,12,43,20,8,8,7
"CG12582",1062,582,201,1744,1658,294,436,849
"CG14636",94,73,19,16,20,12,8,10
"aux",2662,1122,366,5935,5837,1197,1385,1982
"CG31516",60,62,35,15,2,0,14,2
"DhpD",838,345,121,1094,1290,283,351,573
"CG14641",813,393,137,1995,1739,342,517,654
"abs",608,345,101,936,871,230,289,416
"Gel",2868,974,336,3955,3396,885,1115,1630
"CG14642",106,45,36,81,9,5,11,22
"CG34305",14,35,10,13,2,0,6,3
"TwdlF",76,75,14,13,898,8,3,2
"TwdlG",141,88,42,45,77,1,5,5
"CG14644",82,58,26,4,0,0,6,0
"TwdlV",54,46,15,8,27,0,0,0
"Or82a",105,63,25,8,0,0,0,1
"CG1092",179,97,59,202,192,40,58,120
"CG9766",95,59,35,8,22,1,21,10
"CR45597",38,23,9,0,6,1,8,2
"cpx",5394,1843,662,6206,4226,1381,1561,2766
"CG9780",556,247,73,648,596,157,176,373
"mir-929",15,11,0,11,1,0,4,5
"MP1",472,200,55,622,378,103,196,292
"Vps24",1022,346,147,1287,1102,296,393,691
"CG9791",530,246,87,610,728,155,163,320
"Syt14",223,182,62,28,32,15,23,12
"CG9795",1276,545,197,2479,2499,511,520,740
"CG9776",2654,1019,403,7522,6344,1535,1366,1917
"Skp2",890,375,164,1771,1814,275,385,515
"CG14645",6211,3217,832,8770,7290,1707,2817,5180
"CG1103",478,226,74,888,1034,167,205,330
"hkb",53,74,35,2,5,1,4,8
"CG1090",467,233,85,391,256,84,93,132
"CR44922",238,159,37,232,138,42,69,92
"CG11739",816,374,147,1096,1189,244,366,539
"Cont",2412,1044,326,4995,4994,973,1186,1679
"tub",893,399,163,1989,2128,427,457,586
"CG14646",351,163,73,492,576,112,171,204
"CG34112",124,72,21,39,43,15,13,35
"CG9855",536,242,95,1232,1102,228,321,362
"CG9853",554,234,80,961,1117,180,221,382
"CG14647",488,267,75,1181,939,271,224,391
"CR45187",20,18,3,9,12,0,3,5
"lost",24097,8271,2996,44282,37053,9548,10366,17802
"CG32944",213,179,52,60,19,19,28,27
"CG31528",40,64,14,0,3,0,1,1
"srl",8420,2919,1142,16691,16271,3430,3870,6062
"CG31525",39,46,21,0,0,0,1,0
"eIF3-S10",7290,2585,867,12719,12949,2470,3336,4840
"CG1074",557,290,91,1097,842,165,293,408
"CG9804",137,91,25,241,238,34,59,73
"CR44134",13,27,19,30,1,0,0,3
"CG14650",2005,956,315,5045,4697,951,1161,1813
"CG31522",3054,1190,383,3804,3696,886,1460,2580
"CR43629",127,97,42,35,18,0,22,23
"CG31523",7442,2565,918,12422,8504,2508,2944,5666
"CG14651",185,157,44,37,2,1,2,7
"Fip1",1242,588,174,2728,2393,428,687,955
"CG34357",582,468,153,247,142,46,92,79
"CG34425",100,76,15,5,6,0,4,8
"CG31526",16,33,12,0,0,0,1,0
"Mur82C",109,54,23,11,0,2,9,6
"CG32945",31,36,3,0,0,0,2,0
"CR45558",80,71,21,0,2,0,0,0
"CR44317",91,45,15,31,10,7,17,3
"5-HT2A",561,265,102,256,191,58,103,174
"CR45673",18,7,9,19,9,1,2,2
"CG9775",1614,733,232,2619,2710,623,865,1380
"MED31",606,341,82,1394,1314,242,342,562
"slx1",85,62,13,132,64,15,18,53
"Dip2",278,169,43,818,889,119,191,246
"rpk",1452,664,225,3330,3476,689,749,994
"CR44155",143,62,46,22,13,9,7,1
"Karybeta3",7445,2921,897,13647,12913,2656,3280,5525
"spartin",577,242,85,788,819,161,193,361
"CG43427",7044,2624,941,13212,11885,2704,3097,5547
"CR44156",11,19,10,20,1,0,0,0
"CR44157",54,18,27,33,16,11,5,6
"CG33927",49,25,3,8,0,0,1,0
"CG9769",1486,850,274,3515,3049,672,872,1494
"CR44923",49,38,14,10,9,0,6,3
"Nep2",657,351,111,846,715,132,321,220
"tacc",4552,1850,616,9352,8490,1792,2217,2933
"atms",633,277,104,1248,1107,215,308,547
"CG44098",642,323,92,696,537,161,128,190
"CG44088",31,34,4,4,2,0,1,0
"CG14655",175,103,27,143,62,21,43,60
"CG17387",216,94,33,68,21,2,11,8
"ctrip",13723,5543,2011,33050,30581,5742,6691,11257
"Hus1-like",153,49,30,120,76,10,26,37
"CG1129",618,265,113,981,926,263,214,382
"CG1126",114,63,35,21,6,0,9,12
"CG14657",1028,450,194,2115,1761,402,506,607
"CG14658",22,20,15,0,0,0,5,0
"CG14659",34,22,4,0,0,0,0,0
"opa",113,136,19,89,34,14,22,33
"laf",120,69,33,0,0,0,6,6
"CR45580",49,27,5,0,0,0,0,0
"Gnf1",1423,592,237,3885,4008,694,974,1029
"Cdep",3466,1516,487,4501,3462,904,1013,1803
"CR45188",97,34,6,35,17,7,11,7
"snRNA:U1:82Eb",15,15,6,27,16,9,10,3
"UbcD6",4769,1930,623,7584,6813,1714,2439,3255
"CG14661",1267,396,200,1053,1078,246,454,1047
"CG2016",144,102,32,68,79,26,29,74
"CG1124",228,90,53,260,289,26,101,141
"CG14662",113,86,27,112,71,17,15,14
"CR43478",120,71,22,0,0,0,10,0
"CR43424",102,64,32,50,44,24,13,5
"CG2022",216,94,22,288,200,57,52,111
"CR45585",45,17,8,0,26,1,33,15
"CR43635",44,21,13,21,10,3,13,0
"CR45588",47,36,9,2,4,4,11,2
"corto",6578,3055,850,11560,9356,2040,2995,5239
"CG43131",31,11,14,1,0,0,2,3
"CG12007",529,252,61,722,644,131,237,275
"CG12589",85,104,30,4,0,4,4,0
"dpr16",218,142,45,41,5,1,12,2
"CG12590",73,54,11,0,3,0,0,3
"cno",8473,3554,1195,19126,21203,4307,4797,7136
"snRNA:U4atac:82E",62,18,8,0,50,11,16,14
"Prosbeta2R2",82,60,23,24,1,0,2,5
"CG1116",244,195,40,527,550,76,173,206
"CG2604",1433,551,186,2195,2170,503,704,1065
"CG14664",84,53,20,0,5,7,6,2
"Vps37B",340,185,43,538,540,98,148,153
"Kat60",1058,402,143,2532,2422,474,626,765
"Mms19",691,339,91,1125,1102,224,268,449
"rtp",644,240,83,417,447,139,174,314
"CG12163",3215,1492,432,5888,4837,1157,1595,2308
"CG33293",59,64,19,46,18,3,10,2
"CG1113",130,78,22,8,25,0,12,8
"CG12173",291,132,69,522,529,81,175,205
"Hph",1915,850,240,4493,4793,877,1158,1624
"Tim17a2",64,52,30,2,14,0,7,4
"mtd",11465,4701,1636,25579,22561,4958,6062,8652
"CG31538",207,85,30,185,198,26,53,99
"Tim17b1",78,79,17,29,1,0,0,0
"CG11999",708,344,109,1294,1335,302,417,635
"CG1161",757,447,110,1588,1466,338,397,832
"Prosbeta7",894,504,179,2198,2156,371,506,861
"Cerk",815,350,131,1944,2082,402,401,554
"CR44103",12,23,5,11,0,0,3,0
"CG31542",0,0,0,0,0,0,0,0
"CG34277",0,0,0,0,0,0,0,0
"RpII18",965,433,109,1498,1281,336,420,834
"hd",390,209,67,881,1047,201,217,238
"CG14667",218,129,43,292,443,67,100,121
"7B2",131,106,27,257,142,20,55,97
"kkv",324,253,78,55,53,4,28,8
"CG14668",46,22,7,3,5,0,0,2
"CG1172",1457,525,215,2554,2606,542,543,852
"Or83a",96,77,20,0,0,0,4,0
"CG2663",95,92,22,14,55,0,14,0
"Orco",135,124,36,136,49,11,14,16
"CG14669",377,221,70,228,130,34,38,99
"CG12147",132,78,29,11,1,0,4,0
"PEK",2180,964,357,7519,7758,1530,1259,1867
"RpL35A",9472,4284,1197,20665,18176,3365,4849,6890
"CG12162",658,364,108,1140,1073,246,344,661
"mRpL44",355,201,66,681,840,162,209,333
"Snr1",497,198,94,1250,1265,177,328,328
"CG45100",0,0,0,0,0,0,0,0
"Hdac3",0,0,0,0,0,0,0,0
"Hcs",774,301,134,1098,1047,162,273,382
"ksr",1035,424,229,1979,1905,334,395,632
"CG31550",1023,492,146,1447,1491,249,489,823
"CG31547",762,321,88,486,402,114,157,247
"Nmdar1",256,239,53,115,58,7,24,27
"Itp-r83A",2837,1328,414,5014,4109,928,1052,1912
"CR43845",54,39,18,23,2,2,1,3
"CG2519",1971,781,291,3532,3527,691,820,1227
"mia",208,187,46,50,23,7,34,31
"Pcmt",535,317,83,891,657,200,251,486
"Snm1",494,286,104,1482,965,184,272,333
"Pi4KIIalpha",1330,575,238,2101,2093,439,653,811
"snoRNA:Pi4KIIalpha-a",15,20,2,5,8,0,9,6
"CG14671",165,95,37,303,173,56,86,121
"CG12746",689,267,116,990,966,194,290,428
"CG2931",269,143,45,649,684,126,199,170
"Rheb",2758,1006,361,4511,3481,889,1157,2139
"CRMP",648,242,105,403,329,110,119,310
"CG2926",6555,2693,914,17453,16189,3108,3404,5117
"rev7",94,68,19,86,53,10,27,19
"noi",449,292,94,862,992,179,245,369
"Vha26",8863,3009,1018,14613,12481,2465,3567,6595
"kra",11424,3978,1581,26479,25222,4563,6397,9793
"snoRNA:Psi28S-3385b",43,15,10,0,18,3,20,37
"snoRNA:Psi28S-3385a",17,15,0,24,1,0,5,0
"snoRNA:Psi28S-3091b",16,1,5,13,3,4,15,6
"snoRNA:Psi28S-3091a",36,19,11,11,21,11,8,29
"snoRNA:Psi28S-3571",29,9,5,74,6,0,3,6
"snoRNA:Psi28S-3186",55,24,17,60,61,8,23,53
"snoRNA:Psi28S-2442b",403,40,46,922,89,130,78,254
"snoRNA:Psi28S-2442a",28,4,0,60,6,2,5,10
"CG1427",879,351,138,1301,1001,209,333,505
"asl",1307,622,185,2902,2660,565,723,938
"Rga",2114,872,300,4946,4907,897,1154,1648
"CR43628",90,81,19,16,10,5,6,3
"Atu",784,344,92,1607,1455,261,453,566
"Spec2",482,199,68,707,789,139,230,372
"CG2911",251,97,58,192,165,69,83,106
"RpL13A",20893,11242,2992,40709,32630,8337,11148,17914
"snoRNA:Me28S-U2134b",10,7,0,0,0,0,0,0
"snoRNA:Me28S-U2134a",0,0,0,0,0,0,0,0
"CG31551",273,172,52,74,16,1,16,29
"CG31549",320,188,52,538,722,136,182,233
"CG12171",562,191,92,884,1247,238,229,395
"CG31546",68,60,22,1,1,0,8,5
"CG31548",293,102,60,483,515,68,122,180
"CG12170",129,103,22,161,228,56,51,97
"MTA1-like",3133,1239,454,6942,6490,1366,1669,2486
"Sec23",1743,640,247,2951,2785,562,757,1429
"elm",1439,535,176,1713,1903,455,613,853
"MED27",175,115,36,295,345,84,114,125
"CG2182",3431,1495,475,7891,7653,1554,2139,2780
"CR44093",48,22,8,41,22,5,10,23
"CG1109",1014,519,169,2168,2361,375,581,762
"Xe7",1942,909,241,3029,2763,649,947,1501
"Atg17",7555,3402,915,13660,12940,3194,3729,6291
"Rab23",591,283,90,2078,1957,331,401,368
"plx",1379,606,212,2510,2101,327,435,701
"CG2104",161,65,39,0,0,0,12,1
"cas",193,128,42,64,49,12,8,25
"CR44924",134,88,24,0,2,0,6,0
"CG1239",583,281,78,1086,880,246,251,292
"CG2100",410,184,36,743,649,120,151,304
"CG1236",388,175,67,942,854,139,195,246
"Sym",862,356,162,1733,1644,325,476,580
"Madm",956,477,188,1862,1621,330,469,714
"CG2091",231,102,24,174,440,55,69,99
"Sec8",867,454,166,1770,1530,298,425,606
"CG2082",1052,448,149,938,819,238,353,612
"jagn",1164,449,157,2053,2042,476,534,860
"kat-60L1",175,165,39,42,64,12,39,28
"CG2051",679,265,92,1511,1720,301,458,483
"Rpn5",3117,1450,445,8122,8376,1473,2177,2662
"CG1218",417,207,58,794,870,170,209,343
"CG2046",623,247,93,1119,1025,168,280,391
"CG10979",2491,1008,325,5019,5325,903,1307,1801
"CG11000",901,444,118,644,414,129,210,413
"CG42675",182,138,64,104,76,21,13,24
"Hpr1",405,236,75,695,650,146,173,306
"CG2023",268,119,48,395,479,110,131,142
"dgrn",890,498,135,2154,2141,452,617,722
"glob3",93,51,31,0,0,0,0,0
"CG1208",289,147,50,106,101,14,29,82
"CR45192",112,46,13,17,14,9,2,7
"CG1213",609,215,85,336,324,69,170,244
"CG14676",63,65,15,0,0,0,3,0
"disp",1179,605,198,2226,1851,398,512,633
"CG34287",40,50,13,0,0,0,3,0
"ECSIT",278,161,49,594,605,126,128,215
"CG2017",839,388,120,960,723,214,346,507
"CG34113",661,423,164,437,320,70,107,178
"CG11373",24,22,9,0,0,0,3,0
"CR44925",25,20,13,1,0,0,1,0
"CR44926",36,13,13,0,0,0,0,0
"Obp83a",117,91,40,66,27,13,21,35
"Obp83b",71,51,23,97,49,22,35,53
"CR44927",23,23,10,0,0,0,1,0
"CR44928",49,41,14,3,2,0,1,0
"Rm62",15332,6468,2114,31995,29734,6420,7538,11924
"CG10280",89,45,30,0,0,0,6,3
"CG11459",122,59,17,129,59,26,25,35
"CR44921",23,22,10,20,0,0,0,0
"CG15580",140,138,44,30,0,0,9,0
"Or83c",98,45,29,0,0,3,2,0
"Gasp",521,243,68,347,782,90,121,217
"CR44929",36,52,9,7,5,0,3,6
"Obp83cd",62,65,7,11,18,2,5,16
"Obp83ef",120,79,24,90,40,16,13,28
"Obp83g",27,30,15,10,6,0,0,2
"Vha14-2",95,79,32,19,0,0,5,5
"CR43486",8,38,6,0,0,0,5,0
"CR43487",34,29,24,0,0,0,0,0
"CG31559",137,94,26,57,82,5,10,7
"CG1077",811,243,83,2155,3590,567,771,1397
"Osi1",65,54,16,30,0,0,5,0
"CR45194",14,4,1,10,3,0,4,4
"NPFR",174,135,51,12,20,13,17,2
"Osi24",202,138,55,12,40,6,16,8
"Osi2",125,94,34,28,43,2,8,15
"Osi3",63,61,20,4,1,0,0,0
"Osi4",76,79,16,5,0,0,13,0
"Osi5",54,61,22,0,0,0,2,0
"Osi6",118,72,15,12,1666,0,4,3
"Osi7",116,100,30,10,2084,0,8,14
"Osi8",86,53,11,0,6,4,5,1
"Osi9",59,51,24,10,232,1,6,3
"Osi10",121,81,36,13,4,1,6,4
"Osi11",66,41,10,26,0,2,2,0
"Osi12",85,77,25,3,3,0,4,3
"CG15597",80,46,16,0,9,0,5,2
"CG15594",67,54,10,0,0,0,7,0
"Osi13",70,68,28,0,0,0,3,1
"Osi14",34,46,17,37,237,0,4,0
"Osi15",71,69,9,26,529,1,7,15
"Osi16",74,52,16,0,0,1,17,0
"CG31556",411,530,101,141,12,7,59,12
"CG31560",30,45,5,0,0,0,0,0
"Osi17",251,176,53,44,54,6,7,8
"Osi18",62,84,21,0,28,2,0,0
"Osi19",70,107,21,19,126,2,22,25
"Osi20",99,70,20,0,132,0,8,0
"CG17917",32,29,12,26,0,0,7,0
"CG10298",56,45,11,0,2,0,5,0
"CG17919",327,111,42,320,333,84,98,210
"SmD2",1495,756,270,2672,2330,657,792,1301
"CG18048",189,103,22,221,265,67,70,89
"Hr83",60,43,10,8,0,1,0,0
"Pak",2328,1028,318,5005,4649,870,1131,1686
"CG42724",2791,1046,313,5398,4638,961,1132,1831
"CG10286",1043,457,138,1412,1309,361,362,680
"CG1041",749,303,128,970,892,212,264,435
"CG42564",97,93,30,7,0,0,2,0
"snoRNA:83E4-5",0,5,3,0,0,0,2,0
"CG1024",505,182,85,1032,845,154,239,301
"CG42537",32,31,12,3,1,0,2,0
"TfIIFalpha",2612,1115,438,5410,5054,1183,1650,2393
"godzilla",1793,712,277,3049,2732,533,782,1093
"Dmtn",2819,934,332,5394,4634,1082,1412,2091
"gpp",8832,3765,1262,21478,20420,4230,4562,7813
"CR44017",36,19,11,7,2,0,3,0
"CG9727",3012,1094,397,5431,3849,1089,1190,1880
"Zif",623,402,107,1310,1487,298,396,523
"Neurochondrin",622,264,129,501,488,99,185,361
"CG15186",541,423,100,333,244,51,105,139
"CG15185",54,57,16,13,1,0,0,0
"dpr11",374,228,105,175,161,49,49,61
"Pif2",50,47,7,11,0,0,1,0
"CG1137",77,63,28,28,6,4,3,8
"CG2336",87,54,22,0,0,0,3,0
"CG1138",57,41,13,0,1,0,1,0
"CG31482",42,38,24,0,0,0,4,2
"glob2",128,83,51,0,4,0,13,0
"sowi",77,27,13,0,2,0,4,0
"CG15177",73,53,11,1,0,0,4,0
"sunz",67,33,26,0,0,0,2,0
"CG31286",159,76,70,28,1,0,3,6
"CG1315",358,207,60,418,317,69,126,182
"Taf1",2057,1006,336,4439,4073,778,910,1520
"CG1307",919,524,174,1626,1964,382,578,619
"twr",793,371,124,1614,1428,271,369,673
"agt",147,64,18,188,145,22,39,12
"lab",242,133,55,92,71,53,40,87
"Edg84A",29,25,11,0,0,0,3,0
"Ccp84Ag",65,27,17,33,55,0,6,10
"Ccp84Af",41,15,6,0,0,0,1,0
"Ccp84Ae",36,32,18,4,0,0,3,0
"Ccp84Ad",25,35,5,0,2,0,0,0
"Ccp84Ac",40,52,14,3,58,0,2,0
"pncr002:3R",45,32,8,12,1,0,4,0
"Ccp84Ab",34,29,10,0,0,7,4,0
"Ccp84Aa",26,29,1,0,0,0,0,0
"pb",262,181,63,58,14,5,20,16
"zen2",21,33,8,0,0,0,1,0
"CG34297",92,27,15,15,0,0,0,0
"zen",73,57,26,9,29,6,14,14
"bcd",981,498,146,3266,3681,704,689,798
"CR45593",47,55,18,0,1,0,12,6
"Ama",100,59,24,26,3,0,2,0
"CR44930",29,62,19,0,0,0,0,0
"CR42721",180,122,61,0,0,0,5,0
"mir-993",0,0,0,0,0,0,0,0
"CR43435",27,26,13,0,6,2,1,0
"Dfd",182,93,39,34,53,3,24,27
"CR42651",109,86,15,10,5,4,13,24
"mir-10",0,0,0,0,0,0,0,0
"7SLRNA:CR32864",0,0,0,0,0,0,0,0
"7SLRNA:CR42652",0,0,0,0,0,0,0,0
"Scr",320,244,54,192,90,19,36,70
"ftz",93,62,9,1,3,0,3,0
"CR44931",38,26,5,25,0,0,1,0
"CR45559",27,9,1,2,1,0,0,0
"CR44932",38,36,16,21,7,0,3,2
"Antp",834,377,138,555,352,104,170,273
"CR43252",65,61,14,0,2,0,7,2
"CR44933",94,39,20,12,0,0,8,11
"Sodh-1",576,160,89,1349,1512,315,222,524
"CG1979",170,84,65,536,290,97,36,53
"dj",85,41,21,16,5,0,5,0
"djl",80,31,6,33,8,3,5,0
"CG1988",128,72,18,42,6,7,6,0
"CG1105",344,212,70,584,590,104,182,205
"CG1965",950,333,170,1736,1420,355,398,583
"CG1104",560,208,99,603,643,135,191,334
"CG1943",3801,1624,582,12073,11859,2378,2732,3491
"Ref1",5084,2795,869,11211,9031,2622,3205,5682
"Dpck",149,94,48,284,302,62,53,139
"CG1091",821,393,145,1733,2021,389,574,546
"alphaTub84B",7710,3650,1052,19693,21575,3741,4630,7136
"CR43685",360,166,61,553,547,141,132,176
"e(y)2b",44,61,5,0,2,0,2,0
"Alh",2923,1385,466,6435,6640,1148,1572,2276
"Mlp84B",5443,1698,549,6015,5975,1405,2013,3455
"CG10098",535,213,99,996,958,188,266,276
"CG10068",468,176,68,748,778,145,204,217
"CR42875",51,36,18,6,4,3,8,4
"CG31248",117,77,30,46,55,6,15,42
"CG31493",82,71,13,13,0,0,2,0
"Fer1",112,59,31,46,12,1,16,21
"CR42738",52,34,13,20,0,1,2,0
"CG14610",32,15,14,0,0,0,3,5
"CG2656",374,195,71,529,455,123,197,279
"gfzf",1351,575,159,3107,2763,580,613,912
"Sas-4",593,346,122,1657,1540,294,433,489
"MAGE",217,112,35,444,711,84,130,179
"sas",979,454,154,1058,783,290,276,564
"CG10055",1033,378,132,2048,2207,356,508,770
"lap",2876,1027,313,4521,4618,880,1060,2054
"CG14609",123,97,64,24,2,6,18,6
"CG1288",71,38,4,0,2,0,3,2
"CG14606",156,134,50,90,110,28,42,45
"CG14605",115,73,41,0,0,0,14,4
"CG14608",209,160,64,25,21,4,19,10
"CG14607",154,51,31,95,83,12,23,33
"CG1234",1603,621,262,1992,1781,514,667,1030
"CG10053",181,102,30,242,252,62,64,89
"CG1227",261,122,58,587,516,70,153,214
"CG10050",175,101,36,352,318,67,70,103
